"Text","Is Delay"
"sub fill replacement s4 southern abutment progress","0"
"water detention silt catchment basins","0"
"found roots wrapping around services","0"
"blast guard team process review","0"
"rain event late saturday evening early sunday morning","0"
"exclusion zones placed around habitat formasked owls","0"
"started since new lester frank surveyor started","0"
"sequence block uncovered 8t excavating trench uncovered sandstone block notify heritage consultant excavation director confirm clash design checking levels recording heritage consultant survey block removal clashed section block either means scraping surface block hammering section excavation continues enough block removed","1"
"tree removal","0"
"performed minor investigations neither jemena could determine main feeding required assistance experienced jemena officer","0"
"1 x example sleeves rolled verbal reminder made tgl","0"
"loaded moxy travelling west past s7 lay area unsecured length 50mm polypipe protruding rear vehicle","0"
"20t using rock hammer remove","0"
"utilisng nls sucker truck locate water depth approx 300mm main water began raise pothole","0"
"see daily diary","0"
"reduced crew working rain","1"
"s6 bridge foreman started site currently managing crew 23","0"
"potential hydrocarbons could present soils testing would required tanks found ground requires removal","1"
"piles prepped ready extensions","0"
"vmbs used every day valuable new tool management","0"
"prepared strip borrow pit preparation first blast","0"
"extent leakage unclear sufficient amount water coming ground","1"
"mesh removed","1"
"excavation geo tech s4 s3","0"
"zane progressed machine works s3 continuously","0"
"well done progress achieved date","0"
"submitted 1 high vpv bcrc concurrent supt","0"
"need possession site begin construction works","1"
"need ensure items suitable restrained high wind events","0"
"wet weather 2 days reduced productivity home 230pm 17 10 18 prior sit shed reduced productivity 18 18 18","0"
"stay safe","0"
"water service connection damaged robsons 5 tonne excavator undertaking excavation works preparation footpath upgrades","1"
"excavating trench new electrical crossing installed unknown pavement rocks uncovered required additional time spent activity","1"
"actioned swms review foreman level open swms","0"
"seperate delineated pedestrian access required fob1 s4","0"
"10 x unknown pipes cables found within northern footpath hunter st","1"
"unknown service found running southeast across hunter st toward hunter darby intersection","1"
"sock placed entrance stormwater pit sediment control nlr enviro team notified","0"
"require ifc design drawings require full possession site stay program","0"
"drillers complying site ppe requirements following swms place activity","0"
"manpower plan rev 9","0"
"planning meeting site","0"
"stripping compound","0"
"piles completed abutment b s4","0"
"service location crew","0"
"design progressing","0"
"team expecting granted full possession site dsg tomorrow 25th september 2018 much welcomed involved excited commence project works","0"
"speed reduced 40km along illawarra road","0"
"345 meeting 24 10 18","0"
"brick wall encountered","1"
"team excavating ausgrid spares clipped known stormwater service","0"
"no feedback permanent design tasrail nm phone morning","0"
"seems connection newcastle station","0"
"quality managed","0"
"gas exposed failure occurred joint","1"
"16 05 18 unknown sydney trains cables within concrete trough black pitch material","1"
"hot","0"
"operational","0"
"opened 2nd","0"
"delay precipitation","1"
"security camera poles concreted position","0"
"s02 type filling","0"
"service strike","1"
"sediment basin 4 constructed active","0"
"325 stuart borrow pit haul road","0"
"reo yard placed gp rock capping","0"
"pile rig onsite","0"
"construction environmental no go zone","0"
"tree grinder mulcher sustained major breakdown whereby unable moved without major mechanical intervention","1"
"zanetto civil working site tas water","0"
"finished gravel access road site compound","0"
"access roads geotechnical investigation","0"
"delivery 20ft crib room","0"
"vocus advised nlr conduit not live served no purposed hence could removed","0"
"safety action progress plan first site unload swms review exclusion zone","0"
"event raised","0"
"hissing still remained jemena concern likelihood clamp giving way","1"
"commence construction geotechnical access tracks","0"
"300mm rock placed rolled 80 complete","0"
"advised expect week","0"
"eastern end pkg 4 x batteries stolen lighting tower","0"
"cbr assessment site compound","0"
"168 compound access road","0"
"poor weather forecast today heavy rain high winds","1"
"culvert surrounding pavement number unidentified finds uncovered","1"
"works stopped 1430 due heavy rain","1"
"explore extent s3 subgrade replacement oh power lines design replacement extent known","0"
"taswater watermain completion programmed end september monitor closely","0"
"345 meeting 18 10 18","0"
"365 arrived onsite 312 arrived onsite","0"
"drew excavator operator hear time time letting moxy roller operators know man ground may go unseen","0"
"unidentified service","1"
"oil leaking concrete truck track slab","1"
"ip completed duties assistance another traffic controller refrained lifting shifting signs sandbags","0"
"long term traffic management operational","0"
"precast end walls owned","0"
"pipe subsequently collapsed wall material kept caving undermining pipe","1"
"traffic installed sign installation float entry","0"
"setting blast no","0"
"dale elliott continue prep piles splicing monday 22 10 18","0"
"kingfield minor works agreement chased","0"
"steel tank located worth place hunter street intersection","1"
"geotechnical investigation","0"
"installed additional environmental controls mckinnon dam","0"
"slump 60mm 45min batch could not add water","0"
"work crew positive project","0"
"continue construct access roads","0"
"no go zone fence install silt fencing","0"
"repaired friday 5 10 18","0"
"20 mm pipe exposed","0"
"s02 foreman commencement","0"
"exposing known seawall market st stormwater service clashing additional sandstone blocks encountered","1"
"earthenware pipe exposed","1"
"rain","0"
"exclusion zones place correct ppe worn plastic coverings used","0"
"piling spoil offsite disposal classified gsw","0"
"removing tree stumps roots tn303 southern footpath east bolton st damage asbestos pipes observed caused roots pressing pipes","0"
"clearing grubbing","0"
"decision pending transport salvage rails sleepers investigation umwelt","0"
"ifc drawings program critical tasks required","0"
"345 meeting 1 10 18","0"
"s4 footings excavation","0"
"one repair side done","0"
"rejected clevises welded jig precast yard causing shift lost","0"
"breakdown 333 1130 500pm","1"
"nb added started structures activities envision workboards","0"
"flagging around open excavation edge road","0"
"tactile install market st","0"
"weekly taswater coordination meeting","0"
"began fencing mackinnon western boundary","0"
"geotech investigations around mc00 mcc0 rock cuts","0"
"crew installing no go zone signage","0"
"no fires may lit allowed remain alight open air wednesday 30 january 2019 0200 thursday 31 january 2019 0200 fire ban finished 0200am permit issued 0215am billy enright grind mesh","0"
"concrete sleeper uncovered front court house block 3","1"
"kmr drill rig","0"
"characteristic value angle friction constant volume reinforced fill material effective stress conditions must carried using accordance australian standard methods testing soils engineering purposes soil strength consolidation tests determination shear strength soil direct shear test using shear box listed section 175","0"
"sunny medium wind","0"
"began set borrow pit blast","0"
"barnewall reduced productivity week due qa issues noted improvement today","0"
"great us move main compound shared office space structures civil works management teams working roof focus teamwork sharing ideas ensure vsjv perth link roads project success","0"
"poor quality oversized tack welds rejected","0"
"team discussed importance safety compliance within weekly management team meeting","0"
"stripping crew","0"
"started s5 s6 access road construction extremely wet ground conditions","1"
"50mpa high vpv report design engineer","0"
"attached photo","0"
"no work due rainstorm","1"
"works underway move machine outside required 9 clearance zone","0"
"brick structure could stormwater pit","0"
"testing dla confirm pipes asbestos","1"
"toobana school tree trimming","0"
"gas main blocks access","1"
"stripping mc00 embankment s2 s3","0"
"site establishment","0"
"s6 rock delivery continued","0"
"site establishment checklist conducted","0"
"00 wide load passing package c westbound unable avoid incoming traffic passed bollards","0"
"improper lifting technique arising exertion lead injury","0"
"crew selling well working together","0"
"sewer line encountered","1"
"ndd market st scott st","0"
"found approx","0"
"345 meeting 10 10 18","0"
"overnight rain 45 03 2018","0"
"trucks directed onsite work pads strong gusty winds onsite","0"
"s4 abutment subgrade improvement 70 complete","0"
"ruptured water main hunter union st","1"
"environmental no go zone fencing installed","0"
"windy","1"
"addressed safety actions mw","0"
"s4 pile splicing footing pours treated permanent works","0"
"advice tasrail review permanent works design done advice comments made","0"
"adam garrigan quality verifier site inspect sign hold point sub grade replacement abutment s4","0"
"345 meeting 15 10 18","0"
"overheard power relocation","0"
"remaining topsoil compound ready load","0"
"heritage uncovered","1"
"swms reviews completed morning","0"
"ahead evenings wind event","1"
"trimming subgrade eb traffic lane close aaco bridge footing small patch clay material uncovered","0"
"leaking fuel tank deposited unknown quantity fuel onto ground workshop","1"
"stripping topsoil placement access tracks handstand site sheds facilitate bridge construction","0"
"taswater interface coordination meeting","0"
"truck trailer x4","0"
"power s3 discussed commercial risk activate tn relocation prior dsg var approval","0"
"machine unsafe location hours road use","0"
"delay drizzle","1"
"etihad progress installed fob1","0"
"require program critical ifc drawings","0"
"identified proof engineer firm shop drawings issued early due late design compressed required casting date meet program","0"
"received advice tas heavy haulage regarding delivery 110t crane","0"
"continue subgrade replacement s4","0"
"s2 subgrade replacement","0"
"mix zt502140 resubmitted client compliant avpv cores showing 13","0"
"blasting mc00 rock cut","0"
"sediment","0"
"clean mist","1"
"package c rain event started 21 11 2018 late afternoon","0"
"viatec onsite traffic management","0"
"geotechnical investigations slower anticipated however not going hold us","0"
"brendan","0"
"gravel placed project temporary entrance","0"
"compound access road","0"
"thick mud","1"
"1 hour whilst robson conducting internal investigation incident","0"
"density testing actioned","0"
"continued geotech investigation mc00 mcc0 rock cuts","0"
"circumstances incident occurred including cause incident known","0"
"hunter water called","0"
"traffic management install tomorrow via tech aj water booked","0"
"management team client notified visually inspected site","0"
"dale dobson","0"
"existing stormwater pit located buried beneath existing footpath wheeler place","0"
"advised gas readings zero works could proceed","0"
"short term traffic signage done viatec jv tmp","0"
"fine cloudy","0"
"precipitation","1"
"propping bolts talked checked wind event","1"
"2 windy cranes","1"
"spoke driver informed access used redundant main entrance used","0"
"take 5 placement container excavator","0"
"subcontractor site today","0"
"spoke jack van ek site next week","0"
"stop cloudburst","1"
"believe also maybe missed","0"
"ex30 geotech pit sherry dayworks","0"
"mcd0 density testing","0"
"use tree lovers traffic control due clearance issues","0"
"s03 s04 confirmed type stockpile commencement gareth davey","0"
"mc00 embankment foundation inspection","0"
"jk reported potential cardinal rule breach rule no 9","0"
"repl training","0"
"roller arriving onsite","0"
"3 loads piles delivered site s4","0"
"significant support subcontractor internal precasting yards required coming week start production shop drawings started ifc drawings issued","0"
"excavation continue 1200mm depth abutments b","0"
"sleet","0"
"reminded employee regarding walking haul road","0"
"delay condensation","1"
"block clashes proposed pipes pit 11 150 wolfe st","1"
"geotech drillers s3","0"
"inspection conducted eru pou ned downers supervisor photos taken forwarded p britten","0"
"two 600dn clay pipe lines found location deep sewer launch pit intersection darby hunter streets","0"
"spoke employee regarding safety glasses","0"
"4x loading platforms delivered site assembled","0"
"root run pile","0"
"work relocation","1"
"12 5 recording heritage consultant survey road mo","1"
"upon removal existing pavement overlying wolfe street drainage culvert existing damage encountered","1"
"unable progress earthworks adjacent traffic implementation temporary road widening traffic realignment complete correctly awaiting temporary pavement design","1"
"dale dobson","0"
"made safer improved time","0"
"s04 query panel connection tabs ps","0"
"walking path along plant access route s4","0"
"345 meeting 14 9 18","0"
"troy gleeson","0"
"mark beckett","0"
"found unknown pipe","1"
"piling operations s4 exclusion zones place","0"
"325 borrow pit access road","0"
"found clashing w 150 151 lines","0"
"complete splice","0"
"haul road construction borrow","0"
"great see blast go today without hitch","0"
"without asking prompted","0"
"unidentified pipe uncovered","1"
"supervisor requested employee leave site","0"
"truck booked 8","0"
"wall propped large nylon sand bags","0"
"public seem obeying signage","0"
"delay shower","1"
"productive week","0"
"telstra contracors site notified assessed damage","0"
"met taswater representatives discuss perth link roads blasting near tw assets ongoing meetings exchange documentation occur tw assist possible limit potential delays","1"
"compliant pile splices one shift scrutiny basyl jackimow weld supervisor inspector","0"
"weekly drill blast coordination meeting","0"
"sediment basin installation near s4 compound","0"
"taswater contractor removed potential habitat tree retained contract c2400","0"
"potential old rms sydney trains ausgrid cable","0"
"powder truck breaks broken radiator hose","1"
"insitu material assessed geotechnical engineer nonhomegenous accordance rms r44 specification provided advice remove replace 150mm layer sitewon material","0"
"geotechnical investigation determine rock depths cut ch 2700 ch3300","0"
"high wind gusts monitor weather lifts","1"
"tmp modified due safety issue traffic controllers pavement assisting pavement deflection testing issue raised work commenced lowering traffic speed 40 not 60 per tmp","0"
"345 meeting 17 10 2018","0"
"forecast shower","1"
"blasting sign erected compound","0"
"23 04 18 22t rock hammer attachment 2hrs 28 04 18 30t rock hammer attachment 8hrs 02 05 18 pavement removal subgrade prep revealed additional 2x footings require removal near future","0"
"foundation assessed material removed beyond design level rock mattress installed","0"
"material treated asbestos robson started removal material accordance standards","1"
"additional traffic management illawarra road whilst tree removal new accesses undertaken","0"
"jemena soon site immediately set exclusion zone","0"
"tpg contacted yet inspect pipe networks fibre appears damaged","1"
"could easily given way pressure exposed","0"
"vehicles reverse parked","0"
"s4 pile driving tight set pile head cut good","0"
"sediment basin construction","0"
"nick moore 2x correspondence tasrail","0"
"installed incorrectly","1"
"expect friction dominate pile resistance","0"
"abutment blinding set surveyor using design coordinates associated outside edge precast wing wall not end abutment causing blinding high one end low grade incorrect","0"
"structures 4","0"
"mc00 rock cut excavation mcd0 embankment","0"
"230pm jemena emergency arrived set greater exclusion zone","1"
"started work access roads bridges s4 s3","0"
"5m deep 6m rail fence line","0"
"close power water jetting vaccine","0"
"gareth malcolm met stornoway john fox discuss material delivery gd mw impressed stornoways commitment complying vsjvs systems promotes best practice project wide safety culture","0"
"machine cross road start access s6","0"
"reminded employee regarding gloves hammering","0"
"robsons intention place ausgrid conduits beneath dss cables","0"
"stripping site compound almost complete","0"
"3mm rain rain gauge","0"
"removed foot workers safe distance haul road","0"
"due failures underlying subgrade material 2","0"
"stay safe","0"
"meeting tasrail","0"
"discuss injury next prestart meeting","0"
"backfill commenced s3 abutment","0"
"prior partial demolition newcastle station nlr construction contamination testing platform undertaken","0"
"environmental controls working well credit involved","0"
"excavating sewer connection brick pipe exposed","1"
"312 brendan h","0"
"silt fencing","0"
"rain delay started 7pm","1"
"actioned hired plant stickers commencement","0"
"no work due drizzle","1"
"equipment establishment borrow pit","0"
"access roads mc00","0"
"risk around mix design design shop drawings commence casting panels","0"
"delays 23 5 18 unknown steel pipe brick culvert running north south bolton st","1"
"additional material uncovered","1"
"no risers shown current drawings","0"
"unidentified item","1"
"spiking sydney trains cables north side scott st perkins st culvert unknown service substance uncovered unknown concrete trough","1"
"stripping borrow pit","0"
"begin geo tech monday s4","0"
"build access roads geotechnical investigation works","0"
"rock coming mc00 cut also excellent minimal oversize oversize breaks easily 45t excavator","0"
"design drawings required commence precasting activities piling works","0"
"wet weather","1"
"existing sewer main leak","0"
"stay safe","0"
"returned hudson supply agreement ammendments","0"
"bh24 115m gl dolerite strata present","0"
"surveyed wall footings","0"
"0 voids 15","0"
"result conduit broke cables fibre inside potentially may damaged","1"
"emergency assembly point signage borrow pi","0"
"bh22 s4 dolerite encountered 104m gl","0"
"material thought asbestos uncovered demolition valley kitchens building","1"
"abutment started","0"
"spray seal ch 100 800 10mm stone complete","0"
"removing hard pavement northern footpath opposite market st","0"
"toobana school vegetation clearing","0"
"gareth raised concern regarding tipping stockpile slope s2 level pad prepared using existing type material prevent tipping slopes","0"
"gareth spoke regarding rock wheels","0"
"fine weather extremely wet ground conditions","1"
"spoke mw regarding bulk transmission chain responsibility reminder expectations aconex registered subcontractors action mw coming week","0"
"pipe butt joined type","0"
"may need notify tas police continues","1"
"no work tropic cyclon","1"
"based quantity unknown depth contamination assumed infiltration depth 1","1"
"fob1 immaculate end busy week","0"
"bog","1"
"stopped southern works 2 hrs due high winds temperatures making dust difficult control","1"
"via tech onsite install traffic management along illawarra road","0"
"leaking water main valve occurred beneath ground","1"
"inclement weather","1"
"345 meeting 22 10 18","0"
"s5 6 trim roll fob2 slab","0"
"not yet received required progress placement purchase order crowns","1"
"dean hibble","0"
"pkg rain event started friday 19 10 2018","0"
"however not coming exposed section","0"
"safety innovation s9 culvert hi next coming weeks crown units placed s9 needing access s9 frog culvert quite lot work including grouting bagging sealing pressure washing paint","0"
"concrete wash bay construction","0"
"sediment basins s4 s3","0"
"04 09 18 vac truck booked clean disinfect footpath","0"
"unforeseen site condition","1"
"excavating south eastern corner solmer civil 5","0"
"prepare drill crew mc00 mcc0 borrow","0"
"roof roll truck compliance plate","0"
"known location new hv conduits forces tp pit moved prompting removal","0"
"water main shutdown","1"
"30am morning 4 09 2018 driver dalby masterhire travelling pkg b1 b2 noticed portable lighting towers not working upon return yuluba","0"
"taswater hopefully found leak new water main afternoon","0"
"date included bridge footings previously unlocated sydney trains cables 18 04 18 unknown sections rail not heritage 19 04 18 unknown vc pipe 19 04 18 unknown oversized footing steel plate held bolts removal steel plate footing 02 05 18 fitter 4hrs 5t excavator hammer attachment spotter 6hr","0"
"downer roads group management site visit","0"
"damage culvert require extensive repair works make safe","1"
"critical control observation signage implemented","0"
"halted lifting 305pm due 55km h wind gusts","1"
"need drainage design package identify potential issues","1"
"uncovered unknown cable","1"
"made good progress today allowing embankment placement tomorrow mcd0","0"
"mix zt402140 complies specification subject 56 day shrinkage tomorrow first compliant mix current group suppliers fully comply","0"
"survey works","0"
"test","0"
"sequence block uncovered 22t excavating trench uncovered sandstone block notify heritage consultant excavation director confirm clash design checking levels recording heritage consultant survey block removal clashed section block either means scraping surface block hammering section excavation continues enough block removed","1"
"brick culvert left till inspection following day","0"
"clean precipitation","1"
"3rd yard commence tuesday","0"
"geotech southern stock underpass frog culvert tomorrow","0"
"gravel placement remainder s3 access road site compound hardstand","0"
"jemena arrived believed pipe old redundant gas main","0"
"borrow pit haul roads","0"
"unloading piles exclusion zones place spotters place barrier","0"
"no work rain","1"
"take rest pauses periodically rotate workers","0"
"began construction borrow pit haul road along side existing dam","0"
"rain hard","1"
"cloudy windy","1"
"access track fob1 stripped","0"
"unknown concrete footing uncovered","0"
"345 meeting 25 10 18","0"
"weld tents prepared ready use","0"
"delay wet weather","1"
"site compound locked friday afternoon","0"
"fine scattered clouds","0"
"hydrocarbon waste bin contact jason spotswood see assist","0"
"widening truck turning bay due soft ground post rain","0"
"connection found","1"
"drill rig commence work s4 abutment","0"
"whilst digging water main install black 8","0"
"time lost reotech due wet weather","1"
"commencing w 161 w 164 trench excavation foundation found unsuitable trenches","0"
"new artefact location","0"
"caused cleaning pad break force","0"
"asbestos found","1"
"establishing earthworks equipment","0"
"s5 northern abutment bh8 22","0"
"site amenities spare ppe","0"
"soft ground location marked no go area","0"
"no work precipitation","1"
"water silt detention basins","0"
"tmp s1 developed installed construction traffic brodie armstrong","0"
"building bridge container storage work area","0"
"purchased 20l water coolers similar used adelaide light rail keep site warm days iced water added","0"
"whilst exposing steel pipe brick structure pipe work uncovered","1"
"wide load spotted approximately 10 km west bound whereby escort vehicle clearly not sufficient manage load reduced roadway","0"
"office arrived site","0"
"subcontractor taswater discharging water onto site prior possession no environmental controls place","0"
"ground conditions causing problems deliveries","0"
"unsuitable material found","1"
"splicing","0"
"unidentified service found crossing location proposed launch pit deep sewer","1"
"stripping borrow pit","0"
"345 meeting","0"
"new daily traffic checklist put place today reviewed traffic controllers review 3 weeks","0"
"unidentified service found","1"
"making good progress borrow pit haul road","0"
"delivery 75mm capping material placed abutment ab subgrade replacement finished height ready start work s3","0"
"refer photos attached","0"
"roll tomorrow","0"
"improved tack welding process fcaw holding clevis assemblies underway barnewall precast","0"
"5t excavater scraped concrete encasing comms conduit","1"
"track place geotextile rock spalls suit low cbrs","0"
"362 evan borrow pit haul road","0"
"material suitable passed fill placement","0"
"two sandstone blocks uncovered excavating csr trench different intervals","0"
"continuing geotechnical investigation","0"
"barricaded exclusion zone place around water main","0"
"andrew conceived visual management board vmb footy board help supervisors allocate manage labour across project worksites","0"
"require ifc drawings asap","0"
"delay monsoon","1"
"large structure s3 wall tilt panel fabrication using efficient concept clevises identified option downer steve thompson","0"
"ae confirmed exposed subgrade 1200mm existing acceptable wall foundation","0"
"first day contract works following full possession site need continue progress tasks not constrained issuing ifc drawings ensure stay program","0"
"overtaking lanes starting scovazzis rd lhs postvegetation clearing clear grub stripping water truck action","0"
"hwc attended site inspect","0"
"borrow pit haul road construction","0"
"drive rain","1"
"tree roots exposed vac truck cut hand smaller tools causing delay increased time site arborist","1"
"00am wide load passed package c taking approximately 100 bollards passes site","0"
"clean typhoon","1"
"rained day resulting wet ground conditions","1"
"blinding 75mm sub1 abutment b","0"
"sydney trains representative visited site 30th january 2018 confirmed cables redundant spiked","0"
"geotech drilling s2","0"
"report electrician","0"
"windy","1"
"work crews responded immediately however not witness incident","0"
"diversion drain installed around s4 allowing sub grade replacement monday 17 9 18","0"
"redundant cable exposured","1"
"vec junttan pile rig","0"
"looking north tokalon rd no exit water drain","0"
"excavation mc00 mcc0 island mcd0 embankment","0"
"traffic management swms implemented morning prestart","0"
"foundation assessed material removed beyond design level rock mattress installed","0"
"high volatile readings recorded material tank","0"
"365 mick","0"
"reference supervisor prestart sign book","0"
"good use ppe onsite today","0"
"hail storm","1"
"oil seep","1"
"rms representative andrew robson site time deemed cables undamaged","0"
"slowed traffic along illawarra road working hours","0"
"stopped job raised guys everyone happy change","0"
"excavating 15t excavator linking csr tp trenches market st","0"
"3 weld procedure specification developed communicated yards","0"
"geotech s5 s6 commenced","0"
"commence stripping works embankment base preparation","0"
"morning shower","1"
"clean rainshower","1"
"geo tech frog culverts","0"
"sewer clear pipe encountered","1"
"intended site water connection point","0"
"andrew mudford managing","0"
"unknown time presumably 24th 25th july member public made contact iron man barrier lhs opposite scar tree","0"
"borrow pit haul road","0"
"s3 subgrade fill completing","0"
"delay cyclon","1"
"s5 6 access going well","0"
"great involved achieve full possession site issued ifc drawings allowing project works begin lets stay positive milestone close achieved","0"
"345 meeting 24 9 18","0"
"topsoil stripped borrow pit","0"
"resigned including delivery truck driver","0"
"potential realignment s5 s6 onto adjacent embankment footprint","0"
"excavating csr","0"
"whilst pit holing water service connections scott st telford pacific st","0"
"require full possession site issued asap not cause delays construction program","1"
"2 loads piles delivered site s4","0"
"brad hunter water authorised mullanes repair","0"
"placed order steelfixing jig laydown yard need trim yard level dress","0"
"zane manage s3 nathan manage laydown yard dw","0"
"progressed well silt detention ponds","0"
"access temp works design ongoing","0"
"potential habitat trees demarcation","0"
"312 brendan h","0"
"pkg lots 1 2 3 hold points tmr advised hold point signoff per specification requirements","0"
"zane clarke","0"
"delay wet weather","1"
"depth bottom tp","0"
"4 x large pilswa cables found argyle st conduit excavation works","0"
"establish qa system barnewall","0"
"actioned 5m exlcusion zone rail nb dh","0"
"managing oversized rock blast","0"
"existing drainage running east west shown design 450mm pipe clashing design pits 05 06 not brick heritage","0"
"hanson s40140 submitted rare ps approval concurrent supt","0"
"qantrol training cory","0"
"start excavations s3 subgrade replacement","0"
"kerry�s complaint water entering basement close filling lift shaft building","0"
"gave land owner agreement rodney rigby forward professor signing","0"
"rainy","1"
"heritage consultant investigated recorded surveyed removed","0"
"water detention silt catchment basins","0"
"investigation proved risers live required repairs","0"
"work stop","1"
"improved weld quality barnewall precast","0"
"jeff stuart discussing trees maybe safety concern site access solutions mitigate risk","0"
"slow progress","1"
"mister came site along media etc","0"
"grout sprayed facade newcastle interchange","0"
"action taken proposed taken deal incident resulting pollution threatened pollution known","1"
"ifc drawings","0"
"s04 inspected subcontract precast yard works rejected clevises jig due tack welds within 50mm bends 7","0"
"rock breaking borrow haul","0"
"approved plant stickers placed plant onsite","0"
"wet pavement due rain event late saturday evening continued till early sunday morning","0"
"total 4 x batteries 2 x towers ie 8 x batteries total including charging units missing","0"
"assigned actions ps rare finalize s3 s4 precast panel shop drawings concurrent ifc drawing reviews final check completion","0"
"silt level higher silt fence","0"
"fall trees onsite","0"
"continue installation environmental controls","0"
"excavation not design","1"
"excavation new steel street road pavement footings building uncovered southern section intersection steel street rail corridor","1"
"capacity gauge yellow marker indicates removal sediment required","0"
"foot uncovered","1"
"flood","1"
"asbestos near redundant cable","1"
"forze good job especially mc00 rock cut due restrictions around taswater assets nearby households","0"
"meeting tw confirmed pipe s3 cut 26 09 18 commence removal 27 09 18","0"
"load 8x15m piles delivered digga excavations heat numbers checked confirmed anticipated","0"
"no work due rainfall","1"
"ensure expansion structures works continued","0"
"boot repairs not adequate poor","0"
"police patrolled illawarra road ensure compliance speed limits","0"
"troy gleeson","0"
"sheeting compound s3 s4 access roads complete","0"
"possible issue testing subcontractor","1"
"structures working platforms fell high winds encountered today reference gd event notice team tied","1"
"gas main ruptured honeysuckle steel","1"
"clevis manufacture accelerated","0"
"aj water service locations gibson property","0"
"buried brick wall","1"
"s02 confirmed andrew bloom start next week s02 dw","0"
"rock fill inspected stornoway quarry","0"
"build access road","0"
"pipe found","1"
"site inspection","1"
"excavation work new silt detention pond 3","0"
"tanks fully exposed ndd mechanical excavations","0"
"followed culvert subcontractor phone no response","0"
"cloudy cold","0"
"point ip reported concerns leading hand approx 1210hrs","0"
"continued site establishment best team could considering inclement weather conditions encountered","0"
"discussed potential truck roll overs talked importance exclusion zones plant personnel 20m around trucks tipping eliminate bystander personal injury fatality","0"
"labour hire employee became aggressive agitated towards colleagues backfill team","1"
"excavation ceased imediately jemena emergency contacted","1"
"site secure end shift","0"
"1 hour allow hwc access","0"
"whilst excavating design subgrade level worth place pavement type f3 unsuitable material encountered","1"
"block 04 303 hunter st","0"
"worker refusal","1"
"basyl jakimow providing welding supervisor inspector services per specification 630 as1554","0"
"unidentified services located saturday 90 scott st","1"
"finding dust hard control s7 hot windy conditions","1"
"converting subcontractor electronic qa system improve records efficiency","0"
"20t hitachi undertaking stripping works rup12 access","0"
"tom steers","0"
"conducted individual locations long term traffic management signs","0"
"civex notified also inspected strike","0"
"risk assessed back fill operation s4 truck trailers decided stockpile rock cart dump truck","0"
"culvert w 150 w 151","0"
"confirmed blast occurred stornoway quarry production improve 1","0"
"adjacent service","1"
"anticipate 34 panels per shift issues resolved","0"
"s6 northern abutment subgrade prep boxed access track commenced","0"
"foot find","1"
"r319r328 mesh not prepared correctly caused delay night no mesh fabrication crew night mechanical clevis materials washers scattered difficult find dark ewp need move next location day shift","0"
"drill rig borrow pit","0"
"potential heritage item protection slab uncovered near former burwood rail line removing hard surface","1"
"machine able push injury persons no damage machine","0"
"action agreed malcolm ward martin zero harm visit subcontractor precast yard","0"
"survey","0"
"newly installed 33kpa gas main installed crossing hunter st","0"
"proof roll assessment s4 abutment b subgrade 24 000 kg twin rear axle water cart","0"
"2 loads piles delivered s4","0"
"sediment controls trebonne creek","0"
"cutov cancel","1"
"stay safe","0"
"heavy rain contributed works ceasing early day","1"
"stay safe","0"
"cut pushed back 1 day 27 09 18","0"
"sunny","0"
"stopped structures production secure site due high winds","1"
"crane exclusion zone place maintained","0"
"notification sent safework australia facilitate timely removal progression works","0"
"stay safe","0"
"312 s3 access roads","0"
"unknown service found whilst excavating tp block 2","1"
"s5 rock delivery commenced","0"
"details line section 5","0"
"mobile plant exclusion zone set underneath overhead powerlines","0"
"delay cloudburst","1"
"early morning rain","1"
"site establishment","0"
"stripping haul road alignment onto mcj0","0"
"stop monsoon","1"
"tas water scoured new water main onto project site","0"
"dave hugo dw conducted dcp tests consistent test pits","0"
"showers early overcast windy","1"
"flooding sheepwash creek","1"
"kmr drill rig","0"
"forecast rainstorm","1"
"phil gate ensuring truck drivers review sign daily prestart","0"
"whilst robson removing concrete pavement 600 rcbc line merewether street hole top culvert created","1"
"49mm rain last 24 hrs","0"
"planning aframe safety improvements","0"
"use vacjet locate water main proximity s3","0"
"270 martin c","0"
"witnessed mort make statements consistent maintaining respectful collaborative working relationship another member vsjv team","0"
"need continue look deletion 13th wall economise costs create contingency fund works","0"
"nick well professionally coordinate differing opinions bridge design two government bodies","0"
"good traffic management implemented","0"
"proof rolling abut sub grade","0"
"hygienist confirmed following site visit","0"
"toolbox bbq","0"
"contamined material","1"
"jemena tap drill within hour","0"
"enviro team also quick respond set controls prevent seepage sewer storm water","1"
"means ndd faint gas smell emitted","0"
"booked downer sealing inspect ready sealing accesses highway prevent rock pickup","0"
"developed new design stiffen units sought approval welded components","0"
"live comms vc pipe uncovered gain clearance new gas installation","0"
"approx 1200am jemena completed permanent repairs left site","0"
"rainy day","1"
"found unexpected sandstone block top concrete slag material base within excavation stormwater 150 trench","1"
"unidentified drainage service","1"
"barnewall precast inspection r441","0"
"high winds stopped tilt panel erection","1"
"5x truck trailers","0"
"part jemena package 02","0"
"fob 2 roof installation office set","0"
"verbal jack van ek superintendent advised documents possession site acceptable await written confirmation","0"
"site inspection undertaken rms 10 7 18 p","0"
"bill g","0"
"junttan hammer reassembled","0"
"commenced drilling s6 bh4 hit rock 4m","0"
"excavation s4 footings","0"
"positive management meeting oc site end month","0"
"rain delay today 1200hrs","1"
"345 meeting 21 9 18","0"
